"","date","carrier","flight_num","origin","dest","dest_state","sched_dep","dep","sched_arr","arr","cancelled","canc_code","distance","weekday","dep_delay","arr_delay"
"805",2017-11-17,"WN",6844,11292,14908,91,2017-11-17 17:15:00,2017-11-17 17:15:00,2017-11-17 18:40:00,2017-11-17 18:49:00,0,NA,846,"Friday",0,9
"806",2017-10-15,"DL",507,10980,10397,34,2017-10-15 17:52:00,2017-10-15 18:06:00,2017-10-15 18:51:00,2017-10-15 19:04:00,0,NA,106,"Sunday",14,13
"807",2017-11-17,"UA",1416,14771,12889,85,2017-11-17 16:50:00,2017-11-17 16:41:00,2017-11-17 18:25:00,2017-11-17 18:21:00,0,NA,414,"Friday",-9,-4
"808",2017-10-20,"EV",4353,12197,13930,41,2017-10-20 06:30:00,2017-10-20 06:25:00,2017-10-20 08:08:00,2017-10-20 07:33:00,0,NA,738,"Friday",-5,-35
"809",2017-10-26,"WN",4639,12889,11292,82,2017-10-26 19:00:00,2017-10-26 18:55:00,2017-10-26 21:50:00,2017-10-26 21:43:00,0,NA,628,"Thursday",-5,-7
"810",2017-11-15,"AA",484,14107,13204,33,2017-11-15 16:40:00,2017-11-15 16:36:00,2017-11-15 22:39:00,2017-11-15 22:30:00,0,NA,1849,"Wednesday",-4,-9
"811",2017-10-15,"B6",1059,10721,14100,23,2017-10-15 16:40:00,2017-10-15 17:58:00,2017-10-15 18:23:00,2017-10-15 19:40:00,0,NA,280,"Sunday",78,77
"812",2017-12-24,"WN",3034,14679,13232,41,2017-12-24 08:50:00,2017-12-24 08:43:00,2017-12-24 14:40:00,2017-12-24 14:33:00,0,NA,1728,"Sunday",-7,-7
"813",2017-11-15,"WN",768,15376,14679,91,2017-11-15 10:55:00,2017-11-15 11:03:00,2017-11-15 11:15:00,2017-11-15 11:17:00,0,NA,368,"Wednesday",8,2
"814",2017-11-26,"WN",634,12892,14831,91,2017-11-26 21:40:00,2017-11-26 22:34:00,2017-11-26 22:50:00,2017-11-26 23:40:00,0,NA,308,"Sunday",54,50
"815",2017-12-08,"OO",5357,10713,12892,91,2017-12-08 14:30:00,2017-12-08 14:33:00,2017-12-08 15:57:00,2017-12-08 15:48:00,0,NA,674,"Friday",3,-9
"816",2017-11-26,"OO",2959,10268,13930,41,2017-11-26 06:20:00,2017-11-26 06:13:00,2017-11-26 07:49:00,2017-11-26 08:25:00,0,NA,234,"Sunday",-7,36
"817",2017-12-25,"AA",2222,10423,11298,74,2017-12-25 14:25:00,2017-12-25 14:18:00,2017-12-25 15:31:00,2017-12-25 15:29:00,0,NA,190,"Monday",-7,-2
"818",2017-10-08,"HA",205,13830,12173,2,2017-10-08 06:10:00,2017-10-08 06:01:00,2017-10-08 06:46:00,2017-10-08 06:34:00,0,NA,100,"Sunday",-9,-12
"819",2017-10-03,"AA",420,11292,14100,23,2017-10-03 11:35:00,2017-10-03 11:27:00,2017-10-03 17:08:00,2017-10-03 17:21:00,0,NA,1558,"Tuesday",-8,13
"820",2017-11-19,"NK",387,10874,13204,33,2017-11-19 19:31:00,2017-11-19 19:25:00,2017-11-19 21:59:00,2017-11-19 21:57:00,0,NA,861,"Sunday",-6,-2
"821",2017-10-22,"F9",626,11292,11433,43,2017-10-22 18:45:00,2017-10-22 19:25:00,2017-10-22 23:35:00,2017-10-22 00:16:00,0,NA,1123,"Sunday",40,-1399
"822",2017-11-28,"DL",2348,10397,14831,91,2017-11-28 19:13:00,2017-11-28 19:25:00,2017-11-28 21:40:00,2017-11-28 21:27:00,0,NA,2116,"Tuesday",12,-13
"823",2017-11-04,"WN",2173,11433,11292,82,2017-11-04 06:35:00,2017-11-04 06:33:00,2017-11-04 07:40:00,2017-11-04 07:43:00,0,NA,1123,"Saturday",-2,3
"824",2017-10-05,"OO",5968,14307,13930,41,2017-10-05 06:00:00,2017-10-05 05:49:00,2017-10-05 07:40:00,2017-10-05 07:14:00,0,NA,849,"Thursday",-11,-26
"825",2017-10-05,"AA",1284,13303,13930,41,2017-10-05 16:21:00,2017-10-05 16:37:00,2017-10-05 18:41:00,2017-10-05 19:13:00,0,NA,1197,"Thursday",16,32
"826",2017-12-28,"WN",5200,11292,15016,64,2017-12-28 21:20:00,2017-12-28 21:18:00,2017-12-28 00:15:00,2017-12-28 00:05:00,0,NA,770,"Thursday",-2,-10
"827",2017-10-21,"DL",1199,15016,10397,34,2017-10-21 17:00:00,2017-10-21 16:54:00,2017-10-21 19:32:00,2017-10-21 19:18:00,0,NA,484,"Saturday",-6,-14
"828",2017-10-02,"NK",504,12892,13495,72,2017-10-02 10:58:00,2017-10-02 10:55:00,2017-10-02 16:48:00,2017-10-02 16:36:00,0,NA,1670,"Monday",-3,-12
"829",2017-10-20,"AA",452,10721,14107,81,2017-10-20 16:35:00,2017-10-20 16:32:00,2017-10-20 19:16:00,2017-10-20 19:01:00,0,NA,2300,"Friday",-3,-15
"830",2017-10-05,"NK",770,13204,10397,34,2017-10-05 13:53:00,2017-10-05 13:43:00,2017-10-05 15:25:00,2017-10-05 15:13:00,0,NA,404,"Thursday",-10,-12
"831",2017-10-22,"OO",5602,14696,13930,41,2017-10-22 18:15:00,2017-10-22 18:40:00,2017-10-22 18:12:00,2017-10-22 19:01:00,0,NA,84,"Sunday",25,49
"832",2017-11-06,"AA",2356,11298,11292,82,2017-11-06 08:55:00,2017-11-06 08:51:00,2017-11-06 10:07:00,2017-11-06 10:00:00,0,NA,641,"Monday",-4,-7
"833",2017-10-02,"DL",897,10397,13360,33,2017-10-02 09:45:00,2017-10-02 09:47:00,2017-10-02 11:15:00,2017-10-02 11:07:00,0,NA,442,"Monday",2,-8
"834",2017-11-02,"DL",813,10397,14100,23,2017-11-02 22:20:00,2017-11-02 22:17:00,2017-11-02 00:24:00,2017-11-02 00:00:00,0,NA,666,"Thursday",-3,-24
"835",2017-11-22,"VX",1349,11697,14771,91,2017-11-22 19:08:00,2017-11-22 19:03:00,2017-11-22 22:29:00,2017-11-22 21:59:00,0,NA,2583,"Wednesday",-5,-30
"836",2017-11-25,"OO",4570,15370,13487,63,2017-11-25 07:00:00,2017-11-25 06:53:00,2017-11-25 09:05:00,2017-11-25 08:50:00,0,NA,615,"Saturday",-7,-15
"837",2017-10-24,"DL",1814,10397,14193,33,2017-10-24 15:20:00,2017-10-24 15:18:00,2017-10-24 15:35:00,2017-10-24 15:34:00,0,NA,271,"Tuesday",-2,-1
"838",2017-12-01,"DL",956,10397,11259,74,2017-12-01 11:11:00,2017-12-01 11:04:00,2017-12-01 12:34:00,2017-12-01 12:18:00,0,NA,721,"Friday",-7,-16
"839",2017-12-26,"F9",1091,11109,12889,85,2017-12-26 22:00:00,2017-12-26 22:01:00,2017-12-26 23:08:00,2017-12-26 23:20:00,0,NA,604,"Tuesday",1,12
"840",2017-10-01,"WN",3,14683,11259,74,2017-10-01 10:40:00,2017-10-01 14:15:00,2017-10-01 11:45:00,2017-10-01 15:10:00,0,NA,248,"Sunday",215,205
"841",2017-12-12,"AA",970,11298,13198,64,2017-12-12 09:07:00,2017-12-12 09:00:00,2017-12-12 10:49:00,2017-12-12 10:38:00,0,NA,460,"Tuesday",-7,-11
"842",2017-12-14,"OO",4926,10397,14814,72,2017-12-14 21:39:00,2017-12-14 21:32:00,2017-12-14 22:40:00,2017-12-14 22:46:00,0,NA,551,"Thursday",-7,6
"843",2017-10-07,"DL",1290,10397,11433,43,2017-10-07 22:32:00,2017-10-07 23:27:00,2017-10-07 00:21:00,2017-10-07 01:07:00,0,NA,594,"Saturday",55,46
"844",2017-11-21,"OO",3124,13930,12278,62,2017-11-21 20:40:00,2017-11-21 20:36:00,2017-11-21 22:45:00,2017-11-21 22:21:00,0,NA,588,"Tuesday",-4,-24
"845",2017-11-18,"NK",199,12266,12889,85,2017-11-18 19:45:00,2017-11-18 19:52:00,2017-11-18 21:04:00,2017-11-18 21:10:00,0,NA,1222,"Saturday",7,6
"846",2017-10-13,"DL",583,12953,11433,43,2017-10-13 12:40:00,2017-10-13 12:34:00,2017-10-13 14:45:00,2017-10-13 14:44:00,0,NA,502,"Friday",-6,-1
"847",2017-10-25,"WN",1825,10599,12889,85,2017-10-25 09:55:00,2017-10-25 10:25:00,2017-10-25 11:55:00,2017-10-25 12:15:00,0,NA,1618,"Wednesday",30,20
"848",2017-11-01,"AA",2139,11278,10721,13,2017-11-01 09:30:00,2017-11-01 09:26:00,2017-11-01 10:59:00,2017-11-01 10:52:00,0,NA,399,"Wednesday",-4,-7
"849",2017-12-14,"WN",1760,11292,12953,22,2017-12-14 17:45:00,2017-12-14 19:19:00,2017-12-14 23:25:00,2017-12-14 00:42:00,0,NA,1620,"Thursday",94,-1363
"850",2017-10-16,"UA",1981,11042,12892,91,2017-10-16 07:25:00,2017-10-16 07:13:00,2017-10-16 09:30:00,2017-10-16 09:07:00,0,NA,2052,"Monday",-12,-23
"851",2017-11-17,"VX",1201,13930,14771,91,2017-11-17 07:00:00,2017-11-17 07:19:00,2017-11-17 09:48:00,2017-11-17 10:37:00,0,NA,1846,"Friday",19,49
"852",2017-12-10,"AA",2434,11298,13204,33,2017-12-10 17:01:00,2017-12-10 17:18:00,2017-12-10 20:33:00,2017-12-10 20:27:00,0,NA,985,"Sunday",17,-6
"853",2017-10-26,"DL",1462,10397,14122,23,2017-10-26 16:21:00,2017-10-26 16:18:00,2017-10-26 18:03:00,2017-10-26 17:48:00,0,NA,526,"Thursday",-3,-15
"854",2017-11-09,"EV",4225,11042,12953,22,2017-11-09 06:14:00,2017-11-09 06:07:00,2017-11-09 08:00:00,2017-11-09 07:37:00,0,NA,419,"Thursday",-7,-23
"855",2017-12-01,"F9",1641,13204,13487,63,2017-12-01 08:00:00,2017-12-01 08:09:00,2017-12-01 10:35:00,2017-12-01 10:38:00,0,NA,1310,"Friday",9,3
"856",2017-10-04,"DL",738,11433,10792,22,2017-10-04 22:17:00,2017-10-04 22:15:00,2017-10-04 23:20:00,2017-10-04 23:13:00,0,NA,241,"Wednesday",-2,-7
"857",2017-11-20,"NK",217,12266,12892,91,2017-11-20 09:00:00,2017-11-20 08:59:00,2017-11-20 10:48:00,2017-11-20 10:40:00,0,NA,1379,"Monday",-1,-8
"858",2017-12-25,"UA",2041,12892,11618,21,2017-12-25 06:00:00,2017-12-25 06:00:00,2017-12-25 14:10:00,2017-12-25 13:52:00,0,NA,2454,"Monday",0,-18
"859",2017-11-09,"OO",3175,13930,11986,43,2017-11-09 06:55:00,2017-11-09 06:48:00,2017-11-09 08:52:00,2017-11-09 08:32:00,0,NA,137,"Thursday",-7,-20
"860",2017-12-26,"EV",4231,12266,12951,72,2017-12-26 16:20:00,2017-12-26 16:14:00,2017-12-26 17:25:00,2017-12-26 17:04:00,0,NA,201,"Tuesday",-6,-21
"861",2017-12-29,"WN",6880,10821,13204,33,2017-12-29 08:20:00,2017-12-29 08:19:00,2017-12-29 10:45:00,2017-12-29 10:55:00,0,NA,787,"Friday",-1,10
"862",2017-12-01,"HA",257,12758,12173,2,2017-12-01 13:46:00,2017-12-01 14:23:00,2017-12-01 14:34:00,2017-12-01 15:08:00,0,NA,163,"Friday",37,34
"863",2017-10-27,"WN",1632,10721,10821,35,2017-10-27 14:55:00,2017-10-27 15:11:00,2017-10-27 16:30:00,2017-10-27 16:32:00,0,NA,369,"Friday",16,2
"864",2017-10-19,"UA",351,10721,14771,91,2017-10-19 15:45:00,2017-10-19 16:24:00,2017-10-19 19:04:00,2017-10-19 19:48:00,0,NA,2704,"Thursday",39,44
"865",2017-10-29,"WN",3052,11996,10397,34,2017-10-29 18:10:00,2017-10-29 18:12:00,2017-10-29 19:05:00,2017-10-29 18:59:00,0,NA,153,"Sunday",2,-6
"866",2017-12-18,"NK",198,13204,13198,64,2017-12-18 09:57:00,2017-12-18 09:52:00,2017-12-18 11:56:00,2017-12-18 11:49:00,0,NA,1072,"Monday",-5,-7
"867",2017-10-06,"EV",4184,11618,13342,45,2017-10-06 08:57:00,2017-10-06 08:50:00,2017-10-06 10:25:00,2017-10-06 10:38:00,0,NA,725,"Friday",-7,13
"868",2017-10-17,"B6",2288,14771,12889,85,2017-10-17 06:40:00,2017-10-17 06:30:00,2017-10-17 08:12:00,2017-10-17 08:11:00,0,NA,414,"Tuesday",-10,-1
"869",2017-11-13,"DL",502,12892,14057,92,2017-11-13 09:35:00,2017-11-13 09:31:00,2017-11-13 12:08:00,2017-11-13 11:43:00,0,NA,834,"Monday",-4,-25
"870",2017-10-31,"EV",5417,11433,14524,38,2017-10-31 10:00:00,2017-10-31 09:58:00,2017-10-31 11:35:00,2017-10-31 11:25:00,0,NA,456,"Tuesday",-2,-10
"871",2017-12-14,"WN",1152,12892,14771,91,2017-12-14 10:10:00,2017-12-14 10:03:00,2017-12-14 11:35:00,2017-12-14 11:26:00,0,NA,337,"Thursday",-7,-9
"872",2017-12-19,"UA",717,10721,12892,91,2017-12-19 18:04:00,2017-12-19 18:26:00,2017-12-19 22:00:00,2017-12-19 22:41:00,0,NA,2611,"Tuesday",22,41
"873",2017-10-02,"OO",4645,14869,12954,91,2017-10-02 20:25:00,2017-10-02 20:19:00,2017-10-02 21:24:00,2017-10-02 21:24:00,0,NA,588,"Monday",-6,0
"874",2017-12-15,"DL",1546,10397,14107,81,2017-12-15 08:10:00,2017-12-15 08:40:00,2017-12-15 10:29:00,2017-12-15 10:32:00,0,NA,1587,"Friday",30,3
"875",2017-11-06,"AS",383,14771,14057,92,2017-11-06 08:45:00,2017-11-06 08:38:00,2017-11-06 10:26:00,2017-11-06 10:22:00,0,NA,550,"Monday",-7,-4
"876",2017-12-01,"WN",818,11292,11433,43,2017-12-01 10:40:00,2017-12-01 10:35:00,2017-12-01 15:25:00,2017-12-01 15:18:00,0,NA,1123,"Friday",-5,-7
"877",2017-10-11,"UA",1774,11292,14100,23,2017-10-11 10:05:00,2017-10-11 10:03:00,2017-10-11 15:44:00,2017-10-11 15:41:00,0,NA,1558,"Wednesday",-2,-3
"878",2017-11-13,"WN",1923,14908,12889,85,2017-11-13 19:50:00,2017-11-13 19:46:00,2017-11-13 20:55:00,2017-11-13 20:35:00,0,NA,226,"Monday",-4,-20
"879",2017-12-24,"AA",691,14107,11057,36,2017-12-24 06:10:00,2017-12-24 06:17:00,2017-12-24 12:03:00,2017-12-24 11:50:00,0,NA,1773,"Sunday",7,-13
"880",2017-11-22,"WN",4586,13796,13891,91,2017-11-22 11:50:00,2017-11-22 11:52:00,2017-11-22 13:05:00,2017-11-22 13:04:00,0,NA,362,"Wednesday",2,-1
"881",2017-12-23,"WN",4340,13232,14307,15,2017-12-23 22:20:00,2017-12-23 22:19:00,2017-12-23 01:25:00,2017-12-23 01:03:00,0,NA,842,"Saturday",-1,-22
"882",2017-12-09,"EV",4020,13244,12266,74,2017-12-09 17:00:00,2017-12-09 17:25:00,2017-12-09 18:58:00,2017-12-09 18:52:00,0,NA,468,"Saturday",25,-6
"883",2017-11-27,"DL",134,14635,11433,43,2017-11-27 14:02:00,2017-11-27 13:55:00,2017-11-27 17:00:00,2017-11-27 16:42:00,0,NA,1084,"Monday",-7,-18
"884",2017-12-12,"WN",649,13851,11292,82,2017-12-12 20:30:00,2017-12-12 20:44:00,2017-12-12 21:10:00,2017-12-12 21:12:00,0,NA,495,"Tuesday",14,2
"885",2017-12-24,"OO",3566,11433,10135,23,2017-12-24 15:25:00,2017-12-24 15:59:00,2017-12-24 17:03:00,2017-12-24 18:10:00,0,NA,425,"Sunday",34,67
"886",2017-10-15,"VX",1053,14771,12173,2,2017-10-15 19:20:00,2017-10-15 19:17:00,2017-10-15 21:45:00,2017-10-15 21:54:00,0,NA,2398,"Sunday",-3,9
"887",2017-10-18,"WN",245,13232,11066,44,2017-10-18 22:25:00,2017-10-18 22:24:00,2017-10-18 00:30:00,2017-10-18 00:36:00,0,NA,283,"Wednesday",-1,6
"888",2017-10-09,"UA",1776,11618,13495,72,2017-10-09 08:20:00,2017-10-09 08:09:00,2017-10-09 10:30:00,2017-10-09 09:58:00,0,NA,1167,"Monday",-11,-32
"889",2017-12-16,"OO",3128,11298,14109,53,2017-12-16 12:30:00,2017-12-16 12:25:00,2017-12-16 13:58:00,2017-12-16 13:47:00,0,NA,462,"Saturday",-5,-11
"890",2017-12-13,"AA",683,11298,12889,85,2017-12-13 12:45:00,2017-12-13 12:41:00,2017-12-13 13:46:00,2017-12-13 13:20:00,0,NA,1055,"Wednesday",-4,-26
"891",2017-10-26,"OO",4469,13487,11637,66,2017-10-26 11:26:00,2017-10-26 11:27:00,2017-10-26 12:34:00,2017-10-26 12:36:00,0,NA,223,"Thursday",1,2
"892",2017-11-10,"DL",162,13198,13487,63,2017-11-10 17:19:00,2017-11-10 17:43:00,2017-11-10 18:55:00,2017-11-10 19:11:00,0,NA,393,"Friday",24,16
"893",2017-11-27,"WN",5327,14570,12889,85,2017-11-27 15:55:00,2017-11-27 16:43:00,2017-11-27 17:05:00,2017-11-27 17:48:00,0,NA,345,"Monday",48,43
"894",2017-11-03,"OO",2990,13485,13930,41,2017-11-03 18:22:00,2017-11-03 18:17:00,2017-11-03 19:21:00,2017-11-03 19:17:00,0,NA,108,"Friday",-5,-4
"895",2017-11-04,"AA",298,12173,12892,91,2017-11-04 22:35:00,2017-11-04 22:32:00,2017-11-04 06:13:00,2017-11-04 06:11:00,0,NA,2556,"Saturday",-3,-2
"896",2017-12-23,"B6",1308,12264,12478,22,2017-12-23 11:50:00,2017-12-23 15:06:00,2017-12-23 13:05:00,2017-12-23 16:59:00,0,NA,228,"Saturday",196,234
"897",2017-11-05,"WN",3048,13851,12191,74,2017-11-05 06:05:00,2017-11-05 06:04:00,2017-11-05 07:35:00,2017-11-05 07:22:00,0,NA,419,"Sunday",-1,-13
"898",2017-10-07,"AA",1523,11697,11298,74,2017-10-07 15:05:00,2017-10-07 15:01:00,2017-10-07 17:14:00,2017-10-07 17:00:00,0,NA,1119,"Saturday",-4,-14
"899",2017-12-04,"WN",544,10397,11066,44,2017-12-04 08:30:00,2017-12-04 08:28:00,2017-12-04 10:05:00,2017-12-04 10:05:00,0,NA,447,"Monday",-2,0
"900",2017-12-03,"WN",4102,14107,12889,85,2017-12-03 17:55:00,2017-12-03 17:49:00,2017-12-03 17:55:00,2017-12-03 17:50:00,0,NA,255,"Sunday",-6,-5
"901",2017-10-09,"AA",1769,13198,11057,36,2017-10-09 10:15:00,2017-10-09 10:13:00,2017-10-09 13:34:00,2017-10-09 13:17:00,0,NA,808,"Monday",-2,-17
"902",2017-10-04,"DL",702,13198,13487,63,2017-10-04 10:51:00,2017-10-04 10:43:00,2017-10-04 12:15:00,2017-10-04 11:57:00,0,NA,393,"Wednesday",-8,-18
"903",2017-11-06,"OO",5716,13930,11775,67,2017-11-06 09:00:00,2017-11-06 08:51:00,2017-11-06 10:52:00,2017-11-06 11:03:00,0,NA,462,"Monday",-9,11
"904",2017-10-02,"B6",24,12892,12478,22,2017-10-02 06:15:00,2017-10-02 06:15:00,2017-10-02 14:44:00,2017-10-02 14:25:00,0,NA,2475,"Monday",0,-19
"905",2017-11-21,"OO",5314,12266,13871,65,2017-11-21 21:45:00,2017-11-21 21:36:00,2017-11-21 23:55:00,2017-11-21 00:07:00,0,NA,781,"Tuesday",-9,-1428
"906",2017-12-26,"AA",277,11298,11292,82,2017-12-26 16:30:00,2017-12-26 16:32:00,2017-12-26 17:35:00,2017-12-26 17:31:00,0,NA,641,"Tuesday",2,-4
"907",2017-10-31,"AS",699,11884,14747,93,2017-10-31 06:05:00,2017-10-31 05:52:00,2017-10-31 07:07:00,2017-10-31 07:11:00,0,NA,224,"Tuesday",-13,4
"908",2017-10-22,"EV",3995,12266,15919,71,2017-10-22 15:35:00,2017-10-22 16:11:00,2017-10-22 17:15:00,2017-10-22 17:55:00,0,NA,438,"Sunday",36,40
"909",2017-11-19,"NK",730,12892,13930,41,2017-11-19 12:00:00,2017-11-19 12:00:00,2017-11-19 18:00:00,2017-11-19 18:08:00,0,NA,1745,"Sunday",0,8
"910",2017-10-11,"UA",97,12266,13930,41,2017-10-11 19:30:00,2017-10-11 19:29:00,2017-10-11 22:00:00,2017-10-11 21:58:00,0,NA,925,"Wednesday",-1,-2
"911",2017-11-03,"AA",1435,11618,14107,81,2017-11-03 16:40:00,2017-11-03 16:39:00,2017-11-03 18:59:00,2017-11-03 19:23:00,0,NA,2133,"Friday",-1,24
"912",2017-10-30,"DL",2339,14747,10397,34,2017-10-30 12:20:00,2017-10-30 12:18:00,2017-10-30 20:08:00,2017-10-30 19:47:00,0,NA,2182,"Monday",-2,-21
"913",2017-12-27,"OO",5106,11292,12888,88,2017-12-27 22:15:00,2017-12-27 22:12:00,2017-12-27 23:04:00,2017-12-27 22:54:00,0,NA,113,"Wednesday",-3,-10
"914",2017-12-23,"DL",2172,10397,13204,33,2017-12-23 14:55:00,2017-12-23 14:54:00,2017-12-23 16:25:00,2017-12-23 16:17:00,0,NA,404,"Saturday",-1,-8
"915",2017-12-09,"AA",1731,10397,14100,23,2017-12-09 06:00:00,NA,2017-12-09 08:02:00,NA,1,"B",666,"Saturday",NA,NA
"916",2017-12-09,"WN",10,12889,14107,81,2017-12-09 18:40:00,2017-12-09 18:43:00,2017-12-09 20:45:00,2017-12-09 20:39:00,0,NA,255,"Saturday",3,-6
"917",2017-12-31,"WN",2829,10140,14679,91,2017-12-31 07:20:00,2017-12-31 07:15:00,2017-12-31 08:20:00,2017-12-31 07:55:00,0,NA,628,"Sunday",-5,-25
"918",2017-11-22,"DL",596,11057,11433,43,2017-11-22 06:00:00,2017-11-22 05:56:00,2017-11-22 07:50:00,2017-11-22 07:37:00,0,NA,500,"Wednesday",-4,-13
"919",2017-10-20,"OO",3448,14747,14057,92,2017-10-20 11:40:00,2017-10-20 11:38:00,2017-10-20 12:40:00,2017-10-20 12:55:00,0,NA,129,"Friday",-2,15
"920",2017-10-12,"NK",706,11433,12892,91,2017-10-12 19:45:00,2017-10-12 19:39:00,2017-10-12 21:51:00,2017-10-12 21:52:00,0,NA,1979,"Thursday",-6,1
"921",2017-12-12,"UA",1639,13930,13198,64,2017-12-12 19:45:00,2017-12-12 19:39:00,2017-12-12 21:24:00,2017-12-12 21:06:00,0,NA,403,"Tuesday",-6,-18
"922",2017-12-30,"EV",3928,11042,11618,21,2017-12-30 12:17:00,2017-12-30 13:04:00,2017-12-30 14:00:00,2017-12-30 14:49:00,0,NA,404,"Saturday",47,49
"923",2017-12-30,"EV",4203,11721,13930,41,2017-12-30 06:01:00,2017-12-30 05:56:00,2017-12-30 06:18:00,2017-12-30 06:29:00,0,NA,223,"Saturday",-5,11
"924",2017-10-12,"WN",1693,11292,10397,34,2017-10-12 11:00:00,2017-10-12 11:05:00,2017-10-12 15:45:00,2017-10-12 15:45:00,0,NA,1199,"Thursday",5,0
"925",2017-11-26,"OO",5863,11603,11292,82,2017-11-26 15:30:00,2017-11-26 15:21:00,2017-11-26 19:16:00,2017-11-26 18:46:00,0,NA,996,"Sunday",-9,-30
"926",2017-12-18,"OO",5390,13930,12945,52,2017-12-18 07:45:00,2017-12-18 07:52:00,2017-12-18 10:09:00,2017-12-18 10:17:00,0,NA,323,"Monday",7,8
"927",2017-10-13,"DL",2758,13871,11433,43,2017-10-13 06:20:00,2017-10-13 06:18:00,2017-10-13 09:17:00,2017-10-13 09:06:00,0,NA,651,"Friday",-2,-11
"928",2017-11-03,"UA",1511,13495,11618,21,2017-11-03 11:45:00,2017-11-03 11:42:00,2017-11-03 15:37:00,2017-11-03 15:30:00,0,NA,1167,"Friday",-3,-7
"929",2017-10-15,"WN",5299,13198,13487,63,2017-10-15 10:35:00,2017-10-15 12:31:00,2017-10-15 11:55:00,2017-10-15 13:44:00,0,NA,393,"Sunday",116,109
"930",2017-11-10,"AA",1210,13487,11298,74,2017-11-10 13:40:00,2017-11-10 13:38:00,2017-11-10 16:20:00,2017-11-10 16:00:00,0,NA,852,"Friday",-2,-20
"931",2017-11-14,"WN",49,12191,11140,74,2017-11-14 20:15:00,2017-11-14 20:13:00,2017-11-14 21:15:00,2017-11-14 21:02:00,0,NA,187,"Tuesday",-2,-13
"932",2017-12-27,"DL",1717,14635,11193,52,2017-12-27 10:25:00,2017-12-27 10:14:00,2017-12-27 12:53:00,2017-12-27 12:28:00,0,NA,879,"Wednesday",-11,-25
"933",2017-12-22,"AA",2427,13303,11298,74,2017-12-22 17:25:00,2017-12-22 17:17:00,2017-12-22 19:47:00,2017-12-22 19:48:00,0,NA,1121,"Friday",-8,1
"934",2017-12-26,"WN",5452,14683,13232,41,2017-12-26 11:45:00,2017-12-26 12:12:00,2017-12-26 14:15:00,2017-12-26 14:36:00,0,NA,1036,"Tuesday",27,21
"935",2017-12-11,"AA",1085,13930,14747,93,2017-12-11 16:59:00,2017-12-11 19:11:00,2017-12-11 19:39:00,2017-12-11 21:35:00,0,NA,1721,"Monday",132,116
"936",2017-10-09,"WN",5015,11259,10693,54,2017-10-09 18:25:00,2017-10-09 19:50:00,2017-10-09 20:10:00,2017-10-09 21:26:00,0,NA,623,"Monday",85,76
"937",2017-10-02,"AS",138,10299,13930,41,2017-10-02 23:50:00,2017-10-02 23:36:00,2017-10-02 08:53:00,2017-10-02 08:44:00,0,NA,2846,"Monday",-14,-9
"938",2017-10-31,"OO",4481,14869,11648,84,2017-10-31 22:08:00,2017-10-31 22:03:00,2017-10-31 23:55:00,2017-10-31 23:58:00,0,NA,531,"Tuesday",-5,3
"939",2017-10-22,"WN",4833,12889,11259,74,2017-10-22 11:50:00,2017-10-22 11:45:00,2017-10-22 16:30:00,2017-10-22 16:32:00,0,NA,1067,"Sunday",-5,2
"940",2017-12-12,"UA",1117,14771,14747,93,2017-12-12 20:05:00,2017-12-12 19:58:00,2017-12-12 22:16:00,2017-12-12 22:16:00,0,NA,679,"Tuesday",-7,0
"941",2017-11-15,"UA",647,14771,15304,33,2017-11-15 13:50:00,2017-11-15 13:46:00,2017-11-15 21:51:00,2017-11-15 21:28:00,0,NA,2393,"Wednesday",-4,-23
"942",2017-11-16,"AA",159,11298,14771,91,2017-11-16 07:15:00,2017-11-16 07:24:00,2017-11-16 09:14:00,2017-11-16 09:13:00,0,NA,1464,"Thursday",9,-1
"943",2017-10-07,"UA",1879,14679,12266,74,2017-10-07 15:30:00,2017-10-07 15:24:00,2017-10-07 20:37:00,2017-10-07 20:18:00,0,NA,1303,"Saturday",-6,-19
"944",2017-11-01,"B6",485,14576,12478,22,2017-11-01 09:26:00,2017-11-01 09:12:00,2017-11-01 10:44:00,2017-11-01 10:21:00,0,NA,264,"Wednesday",-14,-23
"945",2017-12-09,"UA",1852,13891,11292,82,2017-12-09 05:25:00,2017-12-09 05:25:00,2017-12-09 08:43:00,2017-12-09 08:33:00,0,NA,819,"Saturday",0,-10
"946",2017-11-04,"HA",205,13830,12173,2,2017-11-04 06:10:00,2017-11-04 06:09:00,2017-11-04 06:46:00,2017-11-04 06:50:00,0,NA,101,"Saturday",-1,4
"947",2017-10-01,"UA",1880,11618,13303,33,2017-10-01 18:45:00,2017-10-01 19:12:00,2017-10-01 21:49:00,2017-10-01 22:27:00,0,NA,1085,"Sunday",27,38
"948",2017-12-05,"OO",3377,14908,14771,91,2017-12-05 21:20:00,2017-12-05 21:03:00,2017-12-05 22:51:00,2017-12-05 22:31:00,0,NA,372,"Tuesday",-17,-20
"949",2017-11-20,"AA",2181,11298,14679,91,2017-11-20 08:45:00,2017-11-20 08:43:00,2017-11-20 09:58:00,2017-11-20 09:49:00,0,NA,1171,"Monday",-2,-9
"950",2017-10-07,"AA",164,12892,12478,22,2017-10-07 15:15:00,2017-10-07 15:08:00,2017-10-07 23:44:00,2017-10-07 23:18:00,0,NA,2475,"Saturday",-7,-26
